App#,Roll#,Score,UR-Rank,Category-Ranks
N26020019,108747015315,84.0,,673
N26073267,109451050462,84.0,,677
N26077745,102746014656,83.85,,679
N26039721,111353052547,83.85,,681
N26114634,123441099277,83.85,,678
N26048628,131355037440,83.85,,683
N26109642,108017092912,83.85,,680
N26092049,116678113645,83.85,,682
N26053400,140660040242,83.6,,684
N26092590,101270072414,83.6,,685
N26011463,142117069232,83.55,,686
N26124348,128847100377,83.55,,687
N26139070,124271082403,83.45,,690
N26085750,138814082533,83.45,,688
N26078476,109577087687,83.45,,692
N26063195,100141073808,83.45,,691
N26094614,101262112550,83.45,,689
N26121080,138190069151,83.3,,693
N26114723,108756070762,83.3,,696
N26082846,113297010203,83.3,,695
N26033771,141478041823,83.3,,694
N26056300,115024090711,83.3,,697
N26001018,108375003448,83.25,,698
N26037378,140149006641,83.15,,699
N26068386,140674055277,83.15,,701
N26117074,115028007592,83.15,,702
N26107496,109498036415,83.15,,703
N26018578,130524037320,83.15,,704
N26154345,138814082625,83.15,,700
N26016922,108109004916,83.0,,708
N26101626,138141001218,83.0,,711
N26045125,123888111583,83.0,,705
N26093770,100232086128,83.0,,706
N26122113,140938040550,83.0,,707
N26074168,115141035961,83.0,,709
N26031605,101863023795,83.0,,710
N26073066,100141073822,82.9,,712
N26143714,128936037566,82.9,,712
N26039798,141478041354,82.85,,715
N26107798,108449082893,82.85,,714
N26102651,128847100366,82.85,,716
N26127161,140939014112,82.7,,718
N26096597,140083029798,82.7,,717
N26065180,141689089340,82.7,,719
N26099799,101298056447,82.7,,720
N26006951,111355053177,82.6,,721
N26053369,108450078774,82.55,,723
N26147637,116678113729,82.55,,722
N26020623,108044102021,82.45,,729
N26047016,101275081576,82.45,,725
N26074568,137368051849,82.45,,724
N26028231,109451050155,82.45,,726
N26004673,141023085058,82.45,,728
N26107040,100926092719,82.45,,727
N26028886,108450078301,82.3,,734
N26038802,108588048715,82.3,,730
N26083378,114441010433,82.3,,732
N26136177,140670062312,82.3,,733
N26118597,113302107516,82.3,,731
N26089215,138806071874,82.15,,737
N26051246,107966043983,82.15,,735
N26064934,133952105324,82.15,,736
N26095291,108320030016,82.15,,738
N26057144,108481043071,82.15,,740
N26050710,140660040238,82.15,,741
N26015259,107997084727,82.15,,739
N26103887,141479028633,82.0,,750
N26117550,142250089940,82.0,,745
N26016385,141585088344,82.0,,749
N26081277,114403016883,82.0,,747
N26049005,108116115798,82.0,,742
N26130624,141683076865,82.0,,751
N26036916,102172118877,82.0,,748
N26098697,140660040314,82.0,,746
N26106475,113302107247,82.0,,743
N26064741,141610067575,82.0,,744
N26133490,104273008808,81.9,,752
N26121777,107966044076,81.85,,754
N26104318,122988027798,81.85,,757
N26078183,107995063610,81.85,,756
N26025547,140659071944,81.85,,755
N26106394,126478018080,81.85,,753
N26102970,126848085347,81.8,,758
N26048096,133035081304,81.7,,760
N26004841,142057033239,81.7,,763
N26085564,101894034413,81.7,,760
N26122357,139030052075,81.7,,759
N26012222,109286005915,81.7,,762
N26142296,138806071815,81.45,,766
N26074206,140083029762,81.45,,765
N26040604,114452083232,81.45,,764
N26109353,116700059748,81.45,,767
N26021893,109298000064,81.4,,768
N26040363,109346023303,81.3,,775
N26131752,137100045366,81.3,,773
N26089830,108044103052,81.3,,771
N26111967,107866041120,81.3,,772
N26069574,138814082499,81.3,,769
N26036158,108320030572,81.3,,774
N26072002,142057033150,81.3,,770
N26024253,140939013967,81.15,,776
N26090347,137518031460,81.15,,779
N26114782,142117069867,81.15,,780
N26016460,107953036830,81.15,,777
N26041329,127299044518,81.15,,781
N26062449,108116117395,81.15,,781
N26137033,113297010340,81.15,,778
N26074884,109208002244,81.0,,791
N26149755,114328119630,81.0,,785
N26069936,109496036736,81.0,,784
N26099918,108031001756,81.0,,786
N26128377,112287045542,81.0,,787
N26128503,107932111439,81.0,,788
N26129325,100673008342,81.0,,790
N26106742,104202015969,81.0,,789
N26052750,126808039164,81.0,,783
N26002837,109577087573,80.85,,795
N26042590,100926092438,80.85,,792
N26075642,123038046723,80.85,,793
N26142458,102172118988,80.85,,796
N26091537,142126067181,80.85,,797
N26106173,134023061836,80.85,,794
N26055910,128847100330,80.7,,799
N26148785,108799067866,80.7,,800
N26066442,140832071103,80.7,,798
N26111954,141683077296,80.6,,801
N26101421,133035081352,80.55,,802
N26109861,134045066585,80.55,,803
N26138027,123515063905,80.45,,804
N26108865,115863067355,80.45,,805
N26007202,108450078271,80.45,,806
N26024395,142118067385,80.45,,807
N26106561,113302107248,80.4,,808
N26115228,108588047860,80.3,,810
N26081445,141547063007,80.3,,813
N26079354,114995104745,80.3,,812
N26065094,140673055124,80.3,,809
N26131318,102090086065,80.3,,814
N26038280,130063039214,80.3,,811
N26019182,139062020991,80.15,,820
N26126337,115902061296,80.15,,818
N26082917,108116117011,80.15,,816
N26109178,138814082561,80.15,,817
N26091137,138696011612,80.15,,815
N26071873,141478042122,80.15,,819
N26048690,108017093038,80.1,,821
N26138034,135602110732,80.0,,829
N26068527,108665072697,80.0,,824
N26001175,108050084477,80.0,,828
N26123093,108683022550,80.0,,825
N26061561,140197039362,80.0,,831
N26079591,108481043105,80.0,,823
N26081483,108743034175,80.0,,822
N26110528,101118075121,80.0,,827
N26112983,109208002502,80.0,,830
N26111419,107850082126,80.0,,826
N26091965,137555064493,79.95,,832
N26069417,115028007542,79.85,,838
N26066944,109654000708,79.85,,837
N26012285,131398061348,79.85,,835
N26091250,101026033719,79.85,,834
N26144000,142117069682,79.85,,836
N26029915,109176003327,79.85,,833
N26072281,138752119700,79.75,,839
N26065962,114441010409,79.7,,841
N26113411,110624080242,79.7,,842
N26054346,109323044163,79.7,,845
N26146279,108554050101,79.7,,840
N26113995,137492020926,79.7,,842
N26107149,112176034879,79.7,,844
N26094127,113302107217,79.55,,846
N26032738,115867064387,79.45,,848
N26128370,123515063890,79.45,,847
N26057030,109451050432,79.3,,851
N26150297,140660040397,79.3,,853
N26126065,133901006439,79.3,,852
N26012232,141507096017,79.3,,850
N26090752,109729109778,79.3,,854
N26069640,109496036735,79.3,,849
N26052227,108375003522,79.25,,855
N26081346,141689089365,79.15,,856
N26034100,108817096673,79.15,,858
N26049556,100926092139,79.15,,865
N26136156,125902011253,79.15,,859
N26052682,108554049525,79.15,,860
N26056517,115028007392,79.15,,863
N26126052,109208002534,79.15,,866
N26135793,133035081388,79.15,,856
N26000168,140939013930,79.15,,864
N26079696,133901006399,79.15,,862
N26040526,125019050636,79.15,,867
N26082653,115008075855,79.15,,861
N26016331,104345021985,79.0,,879
N26079250,128965093496,79.0,,869
N26126636,104273009050,79.0,,870
N26037964,100781074231,79.0,,874
N26072765,109695090058,79.0,,868
N26153599,101270072495,79.0,,872
N26086562,108050084003,79.0,,873
N26117623,115790066991,79.0,,877
N26135963,109451050549,79.0,,871
N26093106,107995063631,79.0,,878
N26093580,114403017282,79.0,,875
N26030812,131355037427,79.0,,875
N26120193,127299044643,78.95,,880
N26089736,137201073174,78.95,,881
N26026379,100583058227,58.7,,Div-6
N26059653,108683022370,55.4,,Div-7
